Platform, cli, lgdt, prot, in 32, id map, long, in 64
Hyper-V,  148, 720,4496, 252,15708, 990, 852
Hyper-V,  148, 762,4494, 246,15652, 918, 854
Hyper-V,  148, 640,4484, 248,15718, 998, 844
Hyper-V,  148, 802,4480, 246,15612, 988, 846
Hyper-V,  148, 680,4482, 246,15730,1170, 850
Hyper-V,  148, 694,4484, 246,15704, 914, 852
Hyper-V,  148, 730,4482, 248,15708,1014, 850
Hyper-V,  148, 638,4472, 252,15638, 994, 858
Hyper-V,  148, 704,4506, 248,15714,1008, 850
Hyper-V,  148, 660,4486, 248,15702, 918, 856
Hyper-V,  148, 692,4494, 248,15756,1038, 850
Hyper-V,  148, 716,4474, 248,15630, 910, 850
Hyper-V,  148, 656,4496, 248,15748, 930, 852
Hyper-V,  148, 714,4504, 248,15612,1000, 844
Hyper-V,  148, 706,4480, 246,15700,1016, 848
Hyper-V,  148, 706,4478, 248,15590, 998, 856
Hyper-V,  148, 678,4512, 250,16042, 944, 844
Hyper-V,  148, 722,4492, 246,15688, 904, 852
Hyper-V,  148, 780,4476, 246,15658, 904, 852
Hyper-V,  148, 660,4484, 246,15670,1158, 850
Hyper-V,  148, 642,4506, 246,15764, 970, 862
Hyper-V,  148, 706,4486, 252,15686, 918, 842
Hyper-V,  148, 716,4496, 248,15752, 922, 850
Hyper-V,  148, 684,4492, 252,15664, 950, 850
Hyper-V,  148, 718,4490, 254,15708, 900, 844
Hyper-V,  148, 702,4580, 246,15650, 904, 854
Hyper-V,  148, 676,4994, 250,15594, 938, 860
Hyper-V,  148, 704,4486, 246,15646, 910, 848
Hyper-V,  148, 696,4492, 246,15602, 924, 848
Hyper-V,  148, 998,4526, 248,15646, 904, 850
Hyper-V,  148, 830,4492, 248,15622, 918, 846
Hyper-V,  134, 680,4542, 242,15642, 836, 854
Hyper-V,  148, 656,4522, 250,15670, 832, 848
Hyper-V,  148, 706,4530, 248,15582,1408, 850
Hyper-V,  148, 686,4516, 246,16054, 938, 852
Hyper-V,  334, 846,9952,26074,15672,1024, 844
Hyper-V,  148, 728,4488, 246,15650, 964, 848
Hyper-V,  148, 808,4540, 248,15726,1024, 852
Hyper-V,  148, 704,4522, 252,15662,1364, 852
Hyper-V,  146, 640,4494, 250,15588, 938, 848
Hyper-V,  148, 664,4496, 244,15672, 906, 850
Hyper-V,  148, 846,4514, 250,15940,1064, 852
Hyper-V,  148, 702,4492, 246,15676,1382, 848
Hyper-V,  148, 698,4490, 252,16326, 918, 846
Hyper-V,  148, 684,4478, 246,15768,1374, 850
Hyper-V,  148, 744,4476, 252,15648, 918, 858
Hyper-V,  148, 808,4500, 252,15676,1374, 848
Hyper-V,  148, 726,4488, 246,15818,1086, 846
Hyper-V,  148, 668,4486, 246,15618,1374, 844
Hyper-V,  148, 652,4498, 250,15654, 904, 850
Hyper-V,  148, 672,4506, 252,15614,1354, 850
Hyper-V,  148,1202,4508, 246,15658, 894, 848
Hyper-V,  148, 880,4496, 248,15680,1362, 852
Hyper-V,  148, 644,4506, 248,15712, 914, 854
Hyper-V,  148, 728,4492, 246,15730,1358, 860
Hyper-V,  148, 682,4494, 246,15826,1030, 846
Hyper-V,  148, 668,4498, 250,15656,1394, 848
Hyper-V,  148, 700,4482, 252,15588, 974, 850
Hyper-V,  148, 670,4486, 250,15716,1952, 848
Hyper-V,  148, 700,4484, 246,15734, 922, 852
Hyper-V,  148,1080,4498, 248,15756,1358, 850
Hyper-V,  148, 660,4476, 246,16168,1050, 846
Hyper-V,  148, 720,4484, 246,15864,1360, 842
Hyper-V,  148, 712,4498, 250,15644, 914, 852
Hyper-V,  148, 642,4498, 244,15672, 904, 856
Hyper-V,  148, 698,4490, 248,15654, 910, 856
Hyper-V,  148, 690,4486, 248,15712, 924, 846
Hyper-V,  148, 668,4482, 246,15692,1030, 850
Hyper-V,  148, 694,4492, 248,15732, 928, 854
Hyper-V,  146, 720,4500, 246,15746,1002, 856
Hyper-V,  148, 680,4474, 246,15982,1050, 842
Hyper-V,  148, 696,4486, 250,15624, 920, 846
Hyper-V,  148, 646,4504, 250,15928,1078, 852
Hyper-V,  148, 708,4516, 250,15666,1080, 852
Hyper-V,  148, 720,4484, 246,16216,1034, 856
Hyper-V,  148, 702,4484, 246,15686,1368, 862
Hyper-V,  148, 660,4486, 252,16124, 914, 852
Hyper-V,  148, 638,4492, 250,15636,1004, 850
Hyper-V,  148, 696,4478, 246,15600, 904, 848
Hyper-V,  148, 752,4490, 248,15642, 908, 848
Hyper-V,  148, 722,4494, 252,15644, 918, 848
Hyper-V,  148, 684,4566, 246,15740, 960, 854
Hyper-V,  148, 690,4500, 246,15704, 914, 856
Hyper-V,  148, 706,4474, 248,15604, 930, 854
Hyper-V,  148, 752,4490, 248,15878, 922, 854
Hyper-V,  148, 648,4520, 250,15648, 910, 858
Hyper-V,  146, 682,4484, 250,15808,1088, 852
Hyper-V,  148, 722,4478, 246,15762, 922, 852
Hyper-V,  148, 756,4482, 246,15704,1086, 850
Hyper-V,  148, 976,4506, 246,15646, 948, 854
Hyper-V,  150, 744,4484, 252,15674,1360, 846
Hyper-V,  148, 692,4510, 248,15646, 924, 848
Hyper-V,  148, 664,4502, 250,16034, 926, 848
Hyper-V,  148, 704,4496, 246,15930,1388, 856
Hyper-V,  148,1252,4490, 246,15996, 904, 856
Hyper-V,  148, 678,4484, 246,15958,1380, 844
Hyper-V,  148, 798,4482, 246,15768,1090, 856
Hyper-V,  148, 696,4482, 250,15602,1358, 858
Hyper-V,  148, 678,4504, 254,15704, 914, 844
Hyper-V,  148, 728,4482, 250,15856, 922, 846
Hyper-V,  148, 998,4516, 252,16054,1128, 854
Hyper-V,  148, 652,4474, 248,16042,1160, 848
Hyper-V,  148, 714,4496, 250,15672, 938, 844
Hyper-V,  148,26608,10454, 556,44388, 908, 848
Hyper-V,  134, 692,5818, 234,17106, 834, 844
Hyper-V,  134,1030,6344, 232,17942, 834, 858
Hyper-V,  134, 778,5664, 232,17074, 834, 854
Hyper-V,  134, 698,5194, 232,16202, 832, 854
Hyper-V,  148, 608,4536, 254,15654, 838, 852
Hyper-V,  148, 888,4504, 250,15600,1140, 842
Hyper-V,  148, 700,4492, 248,15676, 920, 852
Hyper-V,  148, 660,4528, 246,15972, 938, 844
Hyper-V,  148, 804,4482, 248,15602, 924, 852
Hyper-V,  148, 654,4508, 246,15628, 930, 850
Hyper-V,  148, 690,4504, 246,15680, 938, 852
Hyper-V,  150, 704,4490, 252,15630, 930, 854
Hyper-V,  148, 686,4542, 248,15688,1030, 846
Hyper-V,  334, 904,9922,26362,15638,1120, 850
Hyper-V,  148, 706,4506, 246,15628,1000, 850
Hyper-V,  148, 670,4498, 246,15630, 910, 846
Hyper-V,  148, 706,4506, 246,15624, 900, 846
Hyper-V,  148, 690,4498, 246,15592, 934, 854
Hyper-V,  148, 670,4504, 246,15624,1014, 852
Hyper-V,  148, 766,4480, 248,15618,1064, 854
Hyper-V,  148, 766,4500, 250,15588, 918, 854
Hyper-V,  148, 686,4502, 250,15590,1122, 846
Hyper-V,  148, 702,4488, 246,15636, 924, 848
Hyper-V,  148, 678,4506, 246,15950, 910, 852
Hyper-V,  148, 700,4484, 250,15686, 908, 848
Hyper-V,  148, 700,4518, 250,15582, 970, 850
Hyper-V,  148, 814,4490, 246,15580, 904, 854
Hyper-V,  148, 722,4520, 246,15648, 944, 850
Hyper-V,  148, 736,4518, 246,15640,1028, 848
Hyper-V,  148, 692,4504, 246,15650, 934, 846
Hyper-V,  148, 714,4504, 246,15654, 914, 844
Hyper-V,  148, 678,4494, 246,15586, 914, 856
Hyper-V,  148, 704,4490, 252,15588, 914, 850
Hyper-V,  148, 666,4494, 248,15822, 904, 844
Hyper-V,  148, 660,4480, 246,15572,1026, 848
Hyper-V,  148, 720,4480, 248,15636, 930, 850
Hyper-V,  148, 736,4482, 248,15602, 934, 846
Hyper-V,  148, 744,4500, 246,15968, 934, 846
Hyper-V,  148, 692,4494, 248,15704, 914, 858
Hyper-V,  148, 648,4514, 250,15934, 938, 844
Hyper-V,  148, 710,4496, 246,15592, 928, 844
Hyper-V,  148, 700,4514, 246,15638, 918, 846
Hyper-V,  134, 638,4836, 232,16104, 844, 860
Hyper-V,  136, 640,4610, 232,15758, 830, 964
Hyper-V,  134, 654,4642, 232,15616, 834, 840
Hyper-V,  148, 768,4534, 250,15892,1044, 844
Hyper-V,  148, 760,4522, 256,15752, 930, 842
Hyper-V,  148, 700,4518, 248,15620,1094, 860
Hyper-V,  148, 722,4510, 246,15620, 910, 850
Hyper-V,  148, 870,4520, 248,15612, 940, 854
Hyper-V,  146, 842,4502, 248,15604, 908, 848
Hyper-V,  148, 664,4562, 246,15684,1032, 852
Hyper-V,  148,1234,4520, 244,15622,1364, 848
Hyper-V,  148, 700,4498, 250,15616, 942, 852
Hyper-V,  148, 734,4516, 250,15632,1034, 846
Hyper-V,  148, 696,4504, 248,15754,1214, 852
Hyper-V,  148, 698,4486, 250,15820, 908, 848
Hyper-V,  148, 698,4474, 248,15652, 954, 842
Hyper-V,  148, 762,4494, 250,15626, 912, 844
Hyper-V,  148, 688,4536, 246,15768,1034, 846
Hyper-V,  148, 712,4552, 250,15976, 914, 850
Hyper-V,  148, 712,4508, 248,15634, 914, 842
Hyper-V,  148, 722,4536, 248,15684,1010, 846
Hyper-V,  148, 720,4498, 248,15656,1070, 848
Hyper-V,  148, 712,4510, 246,15684, 912, 854
Hyper-V,  148, 734,4490, 246,15766, 924, 844
Hyper-V,  148, 730,4550, 246,15758, 928, 844
Hyper-V,  146, 654,4496, 248,15832, 934, 852
Hyper-V,  148, 710,4496, 250,15720, 932, 850
Hyper-V,  148, 714,4510, 250,15746,1136, 846
Hyper-V,  148, 714,4484, 246,15702,1060, 858
Hyper-V,  148, 774,4482, 246,16096, 944, 850
Hyper-V,  148, 748,4648, 246,15670, 938, 852
Hyper-V,  148, 702,4480, 246,15704, 926, 856
Hyper-V,  148, 734,4844, 246,15616,1136, 844
Hyper-V,  148, 704,4478, 248,15670, 922, 848
Hyper-V,  148, 678,4790, 250,15590, 920, 852
Hyper-V,  148, 686,4500, 250,15640, 942, 850
Hyper-V,  148, 654,4494, 252,15626, 920, 850
Hyper-V,  148, 710,4502, 248,15590, 898, 844
Hyper-V,  148, 816,4486, 252,15714, 930, 848
Hyper-V,  148, 684,4522, 246,15834, 906, 852
Hyper-V,  148, 690,4492, 250,15666, 924, 860
Hyper-V,  148, 692,4526, 246,15712, 982, 854
Hyper-V,  148, 734,4498, 246,15688, 940, 844
Hyper-V,  148, 740,4492, 250,15748, 908, 852
Hyper-V,  148, 696,4502, 246,15868, 944, 850
Hyper-V,  148, 784,4496, 246,15664, 918, 852
Hyper-V,  148, 836,4494, 246,15688, 928, 848
Hyper-V,  148, 716,4514, 246,15706,1038, 844
Hyper-V,  148, 736,4506, 254,15788, 920, 848
Hyper-V,  148, 690,4492, 248,15616, 918, 848
Hyper-V,  148, 718,4474, 246,15622, 918, 858
Hyper-V,  148, 762,4498, 248,15652, 930, 848
Hyper-V,  148, 738,4524, 248,15614, 976, 850
Hyper-V,  148, 750,4488, 246,15686,1102, 850
Hyper-V,  148, 714,4506, 248,16040, 928, 850
Hyper-V,  148, 742,4510, 250,15638, 922, 852
Hyper-V,  148, 672,4494, 252,15832, 934, 852
Hyper-V,  148, 716,4516, 246,15614, 928, 842
Hyper-V,  148, 802,4512, 250,15844, 938, 852
Hyper-V,  148, 702,4558, 248,15668, 964, 850
Hyper-V,  148, 724,4492, 250,15716,1222, 844
Hyper-V,  148, 678,4532, 250,15704, 830, 852
Hyper-V,  148, 712,4524, 248,15722, 836, 848
Hyper-V,  148, 728,4532, 246,16008,1120, 862
Hyper-V,  148, 670,4488, 248,15628, 834, 854
Hyper-V,  148, 726,4540, 250,15842,1080, 844
Hyper-V,  150, 686,4510, 246,15698, 924, 850
Hyper-V,  148, 710,4544, 246,15676,1020, 850
Hyper-V,  148, 652,4508, 254,15620, 830, 856
Hyper-V,  134, 634,4470, 232,15734, 836, 846
Hyper-V,  148,1202,4480, 246,15610, 934, 842
Hyper-V,  148, 690,4478, 248,15582, 910, 858
Hyper-V,  146, 756,4498, 246,15700, 914, 852
Hyper-V,  148, 666,4510, 248,15670, 938, 844
Hyper-V,  148, 742,4490, 254,15676,1402, 850
Hyper-V,  148, 694,4510, 246,15672, 938, 850
Hyper-V,  148,1078,4502, 248,15700, 918, 848
Hyper-V,  148, 796,4508, 246,15734, 922, 856
Hyper-V,  148, 678,4512, 246,15866, 908, 848
Hyper-V,  148, 780,4474, 246,15676, 930, 846
Hyper-V,  148, 710,4488, 256,15712, 918, 842
Hyper-V,  148, 674,4520, 246,16054, 920, 852
Hyper-V,  148, 740,4700, 248,15560, 952, 844
Hyper-V,  148, 714,4510, 246,15600, 984, 850
Hyper-V,  148, 720,4500, 246,15702, 836, 856
Hyper-V,  148, 638,4674, 250,15624, 830, 854
Hyper-V,  148, 734,4508, 250,15700,1078, 852
Hyper-V,  148, 764,4552, 246,15628, 936, 852
Hyper-V,  148, 710,4524, 250,15576, 834, 852
Hyper-V,  148, 704,4510, 246,15682,1058, 852
Hyper-V,  148, 716,4510, 246,15606, 936, 862
Hyper-V,  148, 720,4514, 248,15608, 902, 848
Hyper-V,  148, 758,4530, 248,15604, 952, 848
Hyper-V,  148, 746,4506, 248,15720, 924, 852
Hyper-V,  148, 720,4528, 246,15604, 924, 854
Hyper-V,  148, 718,4564, 250,15630, 916, 856
Hyper-V,  148,1246,4526, 248,15628, 944, 852
Hyper-V,  148, 712,4518, 246,15628, 936, 850
Hyper-V,  148, 636,4524, 246,15622, 908, 854
Hyper-V,  148, 702,4508, 246,15666, 940, 844
Hyper-V,  148, 738,4514, 250,15748, 910, 848
Hyper-V,  148, 724,4510, 248,15676, 960, 848
Hyper-V,  148, 708,4506, 248,15714, 940, 850
Hyper-V,  148, 718,4518, 250,15700, 922, 852
Hyper-V,  148, 770,4510, 248,16028, 920, 852
Hyper-V,  148, 672,4508, 246,15740, 960, 850
Hyper-V,  148, 692,4506, 246,15678, 904, 850
Hyper-V,  148, 708,4520, 248,15646, 940, 850
Hyper-V,  146, 742,4532, 252,15590, 910, 852
Hyper-V,  148, 744,4510, 246,15720, 918, 856
Hyper-V,  148, 686,4524, 246,15732, 914, 856
Hyper-V,  148, 710,4504, 246,15696, 934, 856
Hyper-V,  148, 690,4524, 250,15688, 924, 846
Hyper-V,  148, 718,4496, 250,15694, 918, 846
Hyper-V,  148, 668,4502, 246,15736, 934, 852
Hyper-V,  148, 732,4500, 246,15664, 920, 844
Hyper-V,  148, 690,4512, 250,15682, 908, 848
Hyper-V,  148, 986,4508, 248,15760, 908, 854
Hyper-V,  148, 798,4510, 250,15678, 910, 850
Hyper-V,  146, 734,4486, 250,15688, 910, 856
Hyper-V,  148, 780,4494, 250,15718, 920, 844
Hyper-V,  148, 748,4502, 248,15708, 938, 884
Hyper-V,  148, 762,4510, 250,15646, 944, 850
Hyper-V,  148, 726,4514, 246,15776, 920, 850
Hyper-V,  148, 724,4506, 248,15676, 990, 856
Hyper-V,  148, 694,4480, 248,15682, 908, 854
Hyper-V,  148, 774,4506, 248,15662, 908, 852
Hyper-V,  148, 714,4494, 246,15668, 910, 844
Hyper-V,  148, 706,4496, 248,15966, 908, 850
Hyper-V,  148, 674,4478, 254,15672, 908, 850
Hyper-V,  148,1024,4498, 248,15568,1014, 858
Hyper-V,  148, 710,4498, 246,15598, 902, 848
Hyper-V,  148, 714,4500, 246,15602, 912, 860
Hyper-V,  148, 724,4486, 250,15658, 920, 856
Hyper-V,  148, 740,4494, 246,15696, 960, 848
Hyper-V,  148, 732,4514, 246,15656, 910, 840
Hyper-V,  148, 748,4500, 246,15724, 920, 846
Hyper-V,  148, 682,4514, 248,15696,1010, 846
Hyper-V,  148, 734,4492, 248,15686,1388, 844
Hyper-V,  148, 734,4510, 250,15732, 904, 850
Hyper-V,  148, 734,4498, 250,15662, 918, 858
Hyper-V,  148, 714,4512, 258,15632, 920, 848
Hyper-V,  148,1010,4480, 256,15690, 908, 856
Hyper-V,  332, 900,35222, 248,15682, 974, 854
Hyper-V,  148, 758,4508, 248,15678, 994, 848
Hyper-V,  148, 740,4498, 248,15626, 942, 844
Hyper-V,  148, 730,4500, 248,15702, 914, 852
Hyper-V,  148, 764,4500, 250,15606, 924, 854
Hyper-V,  148, 732,4510, 246,15634, 908, 860
Hyper-V,  146, 694,4478, 248,15570, 948, 846
Hyper-V,  148, 726,4558, 250,15608, 918, 846
Hyper-V,  148, 736,4500, 246,15598, 936, 848
Hyper-V,  148, 696,4498, 250,15554, 936, 840
Hyper-V,  148, 740,4530, 248,15666, 908, 842
Hyper-V,  148, 658,4498, 250,15726, 918, 846
Hyper-V,  148, 734,4504, 250,15710, 920, 850
Hyper-V,  148, 780,4510, 246,15678, 920, 846
Hyper-V,  148, 732,4494, 246,15838, 964, 844
Hyper-V,  148, 704,4502, 246,16032, 944, 850
Hyper-V,  334, 836,33120, 248,15616, 958, 850
Hyper-V,  148, 688,4512, 246,15794, 938, 844
Hyper-V,  146, 686,4502, 248,15740, 920, 852
Hyper-V,  148, 682,4510, 246,15682, 916, 844
Hyper-V,  148, 762,4498, 250,15686, 914, 844
Hyper-V,  148, 664,4516, 248,15652, 914, 852
Hyper-V,  148,1020,4498, 250,16152, 912, 848
Hyper-V,  148, 736,4522, 248,15766,1164, 846
Hyper-V,  148,1150,4508, 250,15594, 934, 854
Hyper-V,  134, 988,4540, 234,15588, 910, 856
Hyper-V,  148, 640,4498, 248,15614, 834, 854
Hyper-V,  148, 678,4534, 252,15642, 834, 854
Hyper-V,  146, 726,4516, 246,15610,1112, 848
Hyper-V,  148, 728,4536, 246,15678, 898, 852
Hyper-V,  148, 654,4514, 246,15636, 914, 848
Hyper-V,  148, 716,4518, 250,15838, 908, 850
Hyper-V,  148, 648,4514, 248,15622, 940, 854
Hyper-V,  148, 646,4510, 248,15576, 904, 852
Hyper-V,  148, 766,4504, 248,15722, 902, 852
Hyper-V,  148, 710,4508, 246,15610, 962, 842
Hyper-V,  148, 668,4548, 246,15600, 838, 850
Hyper-V,  148, 804,4510, 248,15570, 934, 850
Hyper-V,  148, 754,4502, 248,15792,1100, 846
Hyper-V,  148, 686,4502, 250,15624, 910, 850
Hyper-V,  148, 852,4516, 248,15650, 918, 844
Hyper-V,  148, 704,4522, 250,15644, 830, 848
Hyper-V,  148, 682,4510, 246,15644, 936, 852
Hyper-V,  148, 648,4512, 246,15934, 902, 850
Hyper-V,  148, 670,4572, 250,15588, 832, 858
Hyper-V,  148, 646,4518, 250,1